quote,author,book,parPage,ID,tags,yellowParts,stars,favorite,dateinsert,original,fileUrl,vydal,folder,sourceUrl,
"Zkuste to pochopit. Nejrychlejší a nejlepší způsob, jak se probudit, není sebedotazování, není pozorování, být svědkem. Tyto věci jsou pro žáky nebo pro hledající, ale pro oddané
# nejrychlejší a nejlepší způsob je ticho. Udržet mysl v klidu, udržet mysl v klidu. Nebojovat s myslí.

Když bojujete s myslí, je to jako bít krávu holí, abyste ji dovedli tam, kam chcete. Dívat se v tichosti na mysl, aniž byste se obtěžovali změnit jakoukoli myšlenku, je jako přemlouvat krávu trochou trávy, takže kráva vás bude následovat, kamkoli budete chtít, aby šla.
# Když se naučíš sedět v tichu, v tichu, všechno se bude dít samo, všechno se samo o sebe postará, všechno se stane samo.

Jsou tací z vás, učedníků nebo hledajících, kteří říkají: ""Roberte, zkoušel jsem to roky. Nemohu sedět v tichu. Protože jakmile sedím v tichu, přicházejí myšlenky, přicházejí pocity, musím se pohnout. ""Musím vstát, cvičil jsem sebedotazování, že to nefunguje. Zkusil jsem být svědkem, že to nejde.""

Smyslem je nestarat se o své myšlenky nebo se o své myšlenky vůbec nezajímat. Nezáleží na tom, jaký typ myšlenek přichází do vaší mysli. Nezáleží na tom, jaké myšlenky přicházejí do vaší mysli.

Nesnažte se je pozorovat nebo být jejich svědkem nebo se je nepokoušet změnit nebo se dokonce zeptat: ""Ke komu přicházejí?""
# Jen seďte s úsměvem na tváři a dovolte, aby se stalo to, co se stalo.

Dovolte, aby se stalo to, co se má stát. Bez vašeho zasahování. Jen abych byl v klidu. Takže to je nejrychlejší a nejlepší způsob, jak se v tomto životě probudit.

~ Robert Adams",Adams Robert,,,824,samo#postará,"__|__
nejlepší způsob je ticho. Udržet mysl v klidu, udržet mysl v klidu. Nebojovat s myslí.__|__
Nebojovat s myslí.__|__
Dívat se v tichosti na mysl, aniž byste se obtěžovali změnit jakoukoli myšlenku, je jako přemlouvat krávu trochou trávy, takže kráva vás bude následovat, __|__
tichosti na mysl, aniž byste se obtěžovali změnit jakoukoli myšlenku,__|__
sedět v tichu, v tichu, všechno se bude dít samo, všechno se samo o sebe postará, všechno se stane samo.__|__
nestarat se o své myšlenky nebo se o své myšlenky vůbec nezajímat. __|__
seďte s úsměvem na tváři a dovolte, aby se stalo to, co se stalo.
__|__
nepokoušet změnit nebo se dokonce zeptat: ""Ke komu přicházejí?""__|__
Dovolte, aby se stalo to, co se má stát. Bez vašeho zasahování. Jen abych byl v klidu.",,,2023-11-07.,"Try to understand this. The fastest and best way to awaken is not self-inquiry, is not observation, being the witness. Those things are for the disciples or for seekers but for the devotee
# the fastest and best way is the silence. Keeping the mind quiet, keeping the mind peaceful. Not fighting the mind.

When you fight the mind it's like beating a cow with a stick to take the cow where you want him to go. Looking at the mind in quietness without troubling to change any thought is like coaxing the cow with some grass, so the cow will follow you wherever you want him to go.
# When you learn to sit in the silence, in the quietness, everything will happen by itself, everything will take care of itself, everything will happen by itself.

There are those of you disciples or seekers who say, ""Robert I've tried this for years. I cannot sit in the silence. For as soon as I sit in the silence the thoughts come, feelings come, I've got to move, I got to get up, I've practiced self-inquiry it doesn't work. I've tried being the witness it doesn't work.""

The idea is not to care or be concerned about your thoughts whatsoever. It does not matter what type of thoughts come into your mind. It makes no difference what thoughts come into your mind.

Do not try to observe them or be the witness to them or try to change them or even to ask, ""To whom do they come?""
# Merely sit with a smile on your face and allow what to happen to happen.

Allow what is going to happen to take place. Without your interference.Just to be still. So that is the fastest and best way to awaken in this lifetime. 

~ Robert Adams",,,,fb:Adams Robert,
"Jediný způsob, jak se můžete probudit, je ticho. Ne analýzou faktů, neoddělováním toho, co je dobré a co špatné, ale prostým mlčením, opuštěním, opuštěním všech myšlenek, všech strastí, všech dogmat a pojmů. Opouštět tyto věci každý den.

 Robert Adams 🌸",Adams Robert,,,825,,"__|__
Ne analýzou faktů, neoddělováním toho, co je dobré a co špatné, ale prostým mlčením, __|__
mlčením, opuštěním, opuštěním všech myšlenek, všech strastí, všech dogmat a pojmů. Opouštět tyto věci každý den.__|__
opuštěním všech myšlenek, všech strastí, všech dogmat a pojmů. Opouštět tyto věci každý den.
",****,,2023-11-07.,"A única maneira de você acordar é através do silêncio.  Não através da análise dos fatos, não separando o que é bom e o que é mau, mas através do simples silêncio, do abandono, do abandono de todos os pensamentos, de todas as mágoas, de todos os dogmas e conceitos.  Abandonando essas coisas diariamente.

 Robert Adams 🌸",,,,fb:Adams Robert,
"*Celá myšlenka je, že pokud chcete zachránit svět, staňte se seberealizovanými, protože se stanete všudypřítomnými a stanete se světem. Pokud se tedy stanete realizovanými, pak se uskuteční i váš svět.*

Robert Adams, T: 14, Neexistuje žádné já!, 30. září, 1990.",Adams Robert,T," 14, Neexistuje žádné já!, 30. září, 1990.",826,,"__|__
zachránit svět, staňte se seberealizovaným",,,2023-11-07.,"*The whole idea is, if you want to save the world become self-realized, for you become omnipresent and you become the world. So if you become realized, then your world is also realized.*

Robert Adams, T: 14, There is No Self!, 30th Septmber, 1990.",,,,fb:Adams Robert,
"Nemusíme čekat, až tělo „umře“, aby se tak stalo. Teď se nám to může stát. Nyní se můžete stát zcela svobodnými a osvobozenými, chcete-li. Jediné, co musíte udělat, je pustit. Opustil jsi všechno, co tě psychicky drželo v otroctví.
Je na vás, abyste se z tohoto smrtelného snu probudili. Můžete pokračovat tak, jak jste právě teď, s dobrými a špatnými věcmi. Přesto žijete ve vesmíru dualit. Což znamená, že ke každému dobru je něco špatného, ​​ke každému špatnosti je dobro. Je to falešný svět, ve kterém žijete. Musíte se probudit k této Pravdě. Vždy si uvědomujte, že jste jako oceán. Jakékoli myšlenky, nápady, tělo, přesvědčení jsou prostě vlnky na oceánu. Bubliny přicházejí a odcházejí. Bubliny se objeví, chvíli zůstanou a zmizí. Oceán zůstává vždy stejný. Tohle je jako my. Naše skutečná realita se nikdy nemění, ale tělo se objevuje a tělo mizí. Nová těla přicházejí, objevují se a mizí. Věci přicházejí, věci odcházejí. Oceán zůstane stejný. Poznejte o sobě pravdu. Nikdy na to nezapomeň. Uvědomte si, kdo skutečně jste
Robert Adams
Poslouchejte své srdce...💕☺️",Adams Robert,,,827,oceán#Bubliny,"__|__
Opustil jsi všechno, co tě psychicky drželo v otroctví.__|__
vesmíru dualit. Což znamená, že ke každému dobru je něco špatného, ​​ke každému špatnosti je dobro. Je to falešný svět, __|__
jste jako oceán. Jakékoli myšlenky, nápady, tělo, přesvědčení jsou prostě vlnky na oceánu. Bubliny přicházejí a odcházejí. Bubliny se objeví, chvíli zůstanou a zmizí. Oceán zůstává vždy stejný.__|__
těla přicházejí, objevují se a mizí. ",,,2023-11-07.,"We don't have to wait until the body 'dies' for this to happen. It can happen to us now. You can become totally Free and Liberated Now, if you will. All you have to do, is to let go. You let go of everything that has been keeping you in bondage mentally.
It is up to you to awaken from this mortal dream. You can keep on going like you are right now, with the good things and the bad things. Yet you live in a universe of dualities. Which means that for every good there is a bad, for every bad there is a good. It is a false world in which you live. You need to awaken to this Truth. Always realize that you are like the Ocean. Any thoughts, ideas, body, beliefs, are simply ripples on the Ocean. Bubbles come and go. The bubbles appear, stay for a time, and disappear. The Ocean always remains the same. This is like us. Our true Reality never changes, but the body appears and the body disappears. New bodies come, they appear, and disappear. Things come, things go. The Ocean will remain the same. Know the Truth about yourself. Never forget it. Understand who you really are
Robert Adams
Listen to your heart...💕☺️",,,,fb:Adams Robert,
"Nevlastníte svou budovu, nevlastníte svůj dům. Nevlastníte svá auta. Nevlastníš svou ženu. Svého manžela nevlastníte. Své děti nevlastníte. Nic nevlastníš. A tím nemyslím nic, nula. Jediné, co vlastníte, jsou zkušenosti a vaše lekce z tohoto života. To je ono. ~Neomezené ty

To je to, co děláme se svými životy. Identifikujeme se s podmínkami, se situacemi. Snažíme se chránit své zájmy, a to je pouze ego. Nemáme žádné zájmy. Nic nevlastníme. Přicházíme na tento svět s ničím a bez ničeho ho opustíme. To, co děláte mezi narozením a smrtí, určuje, co se s vámi odtamtud stane. Pokud jste jako většina lidí a jste spoutáni zemí, ztotožňujete se s pozemskými věcmi a věříte, že jste tělo, přijdete znovu a znovu jako tělo, dokud se neprobudíte a neuvědomíte si, že je to všechno jen sen. Musíte se probudit. Nezbývá ti nic jiného, ​​než se probudit. Zapomeňte na svět. Mluvím o psychice. Dovolte svému tělu, aby dělalo, co musí, ale psychicky zapomeňte na tělo, na svět.

~Robert Adams~",Adams Robert,,,828,Nevlastníte#zájmy,"__|__
Nic nevlastníš__|__
vlastníte, jsou zkušenosti a vaše lekce z tohoto života__|__
lekce z tohoto života__|__
Identifikujeme se s podmínkami, se situacemi. Snažíme se chránit své zájmy, a to je pouze ego__|__
žádné zájmy. Nic nevlastníme. Přicházíme na tento svět s ničím a bez ničeho ho opustíme__|__
spoutáni zemí, ztotožňujete se s pozemskými věcmi a věříte, že jste tělo, přijdete znovu a znovu jako tělo, dokud se neprobudíte a neuvědomíte si, že je to všechno jen sen__|__
Zapomeňte na svět. Mluvím o psychice. Dovolte svému tělu, aby dělalo, co musí, ale psychicky zapomeňte na tělo, na svět.
__|__
Dovolte svému tělu, aby dělalo, co musí, ale psychicky zapomeňte na tělo, na svět.
__|__
zájmy, a to je pouze ego",,,2023-11-08.,"You don't own your building, You don't own your house. You don't own your cars. You don't own your wife. You don't own your husband. You don't own your children. You own nothing. And I mean nothing,zero. The only thing you own is experiences and your lessons from this lifetime.That's it. ~Unlimited you

This is what we do with our lives. We identify with conditions, with situations. We try to protect our interests, and that's only ego. We have no interests. We Own Nothing. We come into this world with nothing, and we're going to leave it with no thing. What you do in between birth and death determines what happens to you from thereon in. If you're like most people and you've been bound by the earth, identifying yourself with earth things, believing you are the body, you'll come back again and again as a body, until you wake up and realize it's all a dream. You have to wake up. There's nothing else you have to do but wake up. Forget about the world. I'm speaking of mentally. Allow your body to do what it must, but mentally forget about the body, the world. 

~Robert Adams~",,,,fb:Adams Robert,
"Pokud o tom musíte přemýšlet, je do toho zapojeno ego.
Opět musíte být spontánní. Pokud vidíte a
bezdomovec vstoupí do vašeho života, vy také
něco dělat nebo ne, ale nepřestávej u toho
přemýšlej o tom. Pokud o tom přemýšlíte, znamená to
snažíš se být dobrým člověkem. Abych si nějaké připsal
body pro Boha nebo něco takového. Pak jsi
děláš si srandu.
~Robert Adams",Adams Robert,,,829,spontánní#bezdomovec,"__|__
přemýšlet, je do toho zapojeno ego__|__
přemýšlíte, znamená to
snažíš se být dobrým člověkem. Abych si nějaké připsal
body pro Boha nebo něco takového. Pak jsi
děláš si srandu.__|__
body pro Boha",,,2023-11-08.,"If you have to think about it, there is ego involved.
Again, you must be spontaneous. If you see a
homeless person come into your life, you either
do something or you don't, but do not stop to
think about it. If you think about it, it means that
you're trying to be a good person. To chalk up some
points for God or something like that. Then you're
just kidding yourself.
~Robert Adams",,,,fb:Adams Robert,
"Tady a teď...

Naučte se žít v přítomnosti. Ve skutečnosti neexistuje žádná minulost a není žádná budoucnost. Existuje jen tento okamžik a v tomto okamžiku je vše v pořádku. Vím, že to některým z vás připadá drsné. Přemýšlíš, co musíš udělat příští týden. Musíte platit účty, musíte jít k lékaři, musíte se oženit, musíte se rozvést. Vaše potřeby, vaše touhy, vaše vášně, všechny tyto věci vám neustále probíhají hlavou. Ale pokud byste se naučili žít jen teď, v tomto okamžiku, nikdy se nic neděje v tomto okamžiku. Okamžik je věčný mír, věčná láska, radost, štěstí. Cítit to. Vnímejte okamžik, o kterém mluvím. Jak krásné.
Když se vaše mysl začne toulat, začíná pro vás tvoření. Ztratíte okamžik a svět pro vás začíná. Podle své karmy, svého vědomí, svých samskárů, začnete tvořit tento svět, jakmile začnete myslet. Myšlenky nejsou tvůj přítel. Ve skutečnosti vám nepatří. Cítíte dokonalé ticho? Jste za svobodou, za osvobozením, za klamem, za nevědomostí. Nejsi ani moudrost, ani nevědomost. Neexistují pro vás žádná slova. Není tam žádný popis toho, co jsi. Nemá to kdo říct.
Jste to čisté vědomí, které vždy bylo a vždy bude. Nemusíte dělat vůbec nic, abyste si to zasloužili, protože jste vzhůru ze snu.
Pociťte svobodu, kterou jste nikdy předtím necítili. Vnímejte radost, štěstí, lásku, kterou jste se stali. Cítit realitu.
(umlčet)
Óm šanti, šanti, šanti, mír.

- Robert Adams",Adams Robert,,,830,minulost,"__|__
žádná minulost a není žádná budoucnost. Existuje jen tento okamžik a v tomto okamžiku je vše v pořádku__|__
Okamžik je věčný mír, věčná láska, radost, štěstí. Cítit to. Vnímejte okamžik, o kterém mluvím. Jak krásné.__|__
Myšlenky nejsou tvůj přítel. Ve skutečnosti vám nepatří__|__
samskárů, začnete tvořit tento svět, jakmile začnete myslet__|__
 dělat vůbec nic, abyste si to zasloužili__|__
Nemusíte dělat vůbec nic",,,2023-11-08.,"Here and now...

Learn to live in the now. There really is no past and there's no future. There's only this moment, and in this moment all is well. I know it appears sort of rough to some of you. You're thinking of what you have to do next week. You have to pay your bills, you have to go to the doctor, you have to get married, you have to get divorced. Your needs, your wants, your passions, all these things go through your mind all the time. But if you would only learn to live in the now, in the moment, nothing is ever happening in the moment. The moment is eternal peace, eternal love, joy, happiness. Feel this. Feel the moment I'm referring to. How beautiful.
When your mind begins to wander, creation begins for you. You lose the moment, and the world begins for you. According to your karma, your consciousness, your samskaras, you start creating this world, as soon as you begin to think. Thoughts are not your friend. They do not really belong to you. Do you feel the perfect silence? You are beyond freedom, beyond liberation, beyond delusion, beyond ignorance. You are neither wisdom nor ignorance. There are no words for you whatsoever. There's no description of what you are. There's no one to say.
You are that pure awareness that has always been and will always be. There is absolutely nothing you have to do to earn it, for you are awake from the dream.
Feel this freedom you've never felt before. Feel the joy, the happiness, the love that you have become. Feel the reality.
(silence)
Om shanti, shanti, shanti, peace.

- Robert Adams",,,,fb:Adams Robert,
"Učitel jste skutečně vy sami. Vytvořili jste učitele, který vás probudí. Učitel by tu nebyl, kdybyste o učiteli nesnili. Stvořili jste učitele ze své mysli, abyste se probudili, abyste viděli, že neexistuje žádný učitel, žádný svět – nic. Všechno jsi to udělal sám.
— Robert Adams 💕❣",Adams Robert,,,831,Učitel,,,,2023-11-08.,"The teacher is really yourself. You have created a teacher to wake you up. The teacher would not be here if you were not dreaming about the teacher. You have created a teacher out of your mind in order to awaken, to see that there is no teacher, no world - nothing. You've done this all by yourself.
— Robert Adams  💕❣",,,,fb:Adams Robert,
"# Kvalita, která k vám přichází na cestě k seberealizaci, je štěstí.

Něco ve vás je vždy šťastné. To neznamená, že se neustále smějete, nebo že musíte mít pořád úsměv na tváři. To je jen vnější vzhled, oblečení. **Cítíte se šťastní bez jakéhokoli důvodu.**

Nakonec, když pokračujete v cestě, cítíte blaženost, blaženost, která je mimo chápání. Svět ti už nemůže ublížit. Nedošli jste na 100% k závěru, že svět neexistuje, ale z nějakého důvodu máte pocit, že vám svět už nemůže ublížit, a neustále se cítíte blaženě. Ostatní lidé to nevidí. Chcete to s nimi sdílet, ale nemůžete. Můžete pouze ukázat cestu k sebedotazování.

Jak pokračujete v cestě a jdete hlouběji a hlouběji, mír, štěstí, blaženost se stávají transcendentními.
Stáváš se sám sebou. Stáváte se substrátem veškeré existence.
# Fungujete jako vědomí, přesto se lidem jevíte jako tělo.

**Vaše forma se stává vysílačem božské milosti těm zralým žákům a oddaným, kteří jsou připraveni ji přijmout, ale vy nic neděláte.** Neříkáte, že já jsem něco a já něco vysílám. Pokud uděláte takové prohlášení, stále existuje někdo, kdo věří, že je vysílač. Není nikdo, kdo by něco předával, ale zdá se, že se to tak děje.

Takže vidíte, existuje dobrý důvod chtít se probudit ze smrtelného snu. Stanete se zcela svobodnými a zažijete radost, kterou nelze vysvětlit.

~ Robert Adams",Adams Robert,,,832,štěstí#hlouběji,"__|__
šťastní bez jakéhokoli důvodu__|__
blaženost, která je mimo chápání. Svět ti už nemůže ublížit__|__
blaženě. Ostatní lidé to nevidí. Chcete to s nimi sdílet, ale nemůžete. Můžete pouze ukázat cestu k sebedotazování.__|__
hlouběji a hlouběji, mír, štěstí, blaženost se stávají transcendentními.__|__
blaženost se stávají transcendentními.
Stáváš se sám sebou__|__
vědomí, přesto se lidem jevíte jako tělo.
__|__
Vaše forma se stává vysílačem božské milosti těm zralým žákům a oddaným, kteří jsou připraveni ji přijmout, ale vy nic neděláte.** Neříkáte, že já jsem něco a já něco vysílám. Pokud uděláte takové prohlášení, stále existuje někdo, kdo věří, že je vysílač. Není nikdo, kdo by něco předával, ale zdá se, že se to tak děje.__|__
vysílačem božské milosti těm zralým žákům a oddaným, kteří jsou připraveni ji přijmout, ale vy nic neděláte__|__
nikdo, kdo by něco předával, ale zdá se, že se to tak děje.__|__
radost, kterou nelze vysvětlit.",,,2023-11-09.,"# The quality that comes to you on the path to self-realization is happiness. 

Something within you is always happy. This doesn't mean that you're laughing all the time, or you always have to have a smile on your face. That's just an outer appearance, a put on. **You just feel happy for no reason whatsoever.**

Eventually as you continue on the path, you feel a bliss, a bliss that is beyond understanding. The world can no longer hurt you. You haven't come to a 100% conclusion that the world doesn't exist, but for some reason you feel that the world can no longer hurt you, and you feel blissful all the time. Other people cannot see this. You want to share it with them, but you cannot. You can only point the way to self-inquiry.

As you continue on the path and you go deeper and deeper, the peace, the happiness, the bliss, become transcendent.
You become the self. You become the substratum of all existence. 
# You function as consciousness, yet you appear to people as a body. 

**Your form becomes a transmitter for divine grace to those mature disciples and devotees who are ready to receive it, but you are doing no thing.** You are not saying that I am something, and I transmit something. If you make a statement like that, there is still somebody left who believes they’re a transmitter. There is no one to transmit anything, yet it appears to happen that way.

So you see, there is a good reason to want to awaken from the mortal dream. You will become totally free, and you will experience joy that cannot be explained. 

~ Robert Adams",,,,fb:Adams Robert,
"Naučte se žít v přítomnosti. Ve skutečnosti neexistuje žádná minulost a neexistuje žádná budoucnost. Existuje jen tento okamžik a v tomto okamžiku je vše v pořádku.

 Robert Adams 🌸",Adams Robert,,,833,,"__|__
neexistuje žádná minulost a neexistuje žádná budoucnost",,,2023-11-09.,"Aprenda a viver o agora.  Realmente não há passado e não há futuro.  Só existe este momento, e neste momento tudo está bem.

 Robert Adams 🌸",,,,fb:Adams Robert,
"(...) Mnozí si myslí, že taková cesta je sobecká. Neboť místo toho, abychom se snažili světu pomáhat, místo toho, abychom se snažili udělat z něj lepší svět, ve kterém se žije, nás zajímá pouze naše vlastní probuzení. Ale pravdou je, že pokud se opravdu neprobudíte, nikdy nemůžete udělat tento svět lepším místem pro život. Proč? Vzhledem k tomu, že jste vesmír! Právě teď, přesně tak, jak jste! Proto, pokud jste naplněni hněvem, nepřátelstvím, chamtivostí, lakomstvím a dalšími těmito věcmi, je takový i svět! Stvořil jsi svět. Svět je emanací vaší vlastní mysli. Co si myslíte o sobě, myslíte o světě. Pokud jste naplněni strachem, svět vás děsí. Pokud jste naplněni chamtivostí, věříte, že všichni ostatní jsou chamtiví. Svět je vaším odrazem, to je vše. Když se probudíte, uvidíte nový svět. Jsi v nebi. Když se totiž probudíte, uvědomíte si, že skutečné Já přesahuje vesmír, že svět je jako sen. Existuje, ale jako sen. Já, neboli vědomí, je realita a to jsem já. ""Jsem"" neznamená Robert, víš o čem mluvím. „Já jsem“ je vědomí, absolutní realita. Proto, když se probudíte, můžete prohlásit: ""Já jsem To."" Už nemluvíte o svém individuálním Já. Mluvíte o celém vesmíru. to jsem já. Nyní se tím také stává každý. Pamatujte, já jsem všudypřítomný. to jsem já. To je důvod, proč realizovaný člověk může vidět pouze sebe. Nevidí to, co vidí ostatní. Vidí lásku, harmonii, mír, radost, štěstí. Jednoduše proto, že objevili svou skutečnou povahu jako štěstí, čisté vědomí, absolutní realitu. Už nejsou osobním já. Vstali. Už nepůjdou na slunce a nespálí se a pak se vrátí do stínu stromu. Tito lidé jsou vždy ve stínu stromu. Nic vnějšího se jim už nikdy nemůže stát, jako při narození, smrti nebo mezi tím. Vesmír pro ně nezvítězí. Protože jsou bez ega. Tak vnesete do světa mír.

Robert Adams, T: 42, The Leela, 24. ledna 1991.",Adams Robert,T," 42, The Leela, 24. ledna 1991",834,sobecká,"__|__
bez ega. Tak vnesete do světa mír.",,,2023-11-09.,"(...) Many think that a path like this is selfish. For instead of trying to help the world, instead of trying to make this a better world in which to live, we’re only interested in our own awakening. But the truth is, unless you really awaken you can never make this world a better place in which to live. Why? Due to the fact that you are the universe! Right now, just the way you are! Therefore, if you are filled with anger, animosity, greed, avarice, and the rest of those things, so is the world! You have created the world. The world is an emanation of your own mind. What you think of yourself you think of the world. If you’re filled with fear then world frightens you. If you are filled with greed you believe everyone else is greedy. The world is a reflection of you, that's all it is. When you awaken, you see a new world. You're in heaven. For when you awaken you realize the real Self transcends the universe, that the world is like a dream. It exists, but as a dream. The Self, or consciousness, is the reality, and I am that. ""I am"" doesn't mean Robert, you know what I'm talking about. ""I am"" is consciousness, absolute reality. Therefore when you awaken you can state, ""I am That."" You are no longer talking about your individual I. You are speaking of the whole universe. I am that. Now everyone becomes that also. Remember, I am is omnipresence. I am that. This is why a realized person can only see himself or herself. They do not see what other people see. They see love, harmony, peace, joy, happiness. Simply because they have discovered their real nature as happiness, pure awareness, absolute reality. They no longer are the personal I. They have risen. They're no longer going into the sun and getting burnt and then going back into the shade tree. These people are always under the shade tree. No thing external can ever happen to  them again, as in birth, or death or in between. The universe does not prevail for them. For they are egoless. That's how you bring peace into the world.

Robert Adams, T: 42, The Leela, 24th January, 1991.",,,,fb:Adams Robert,
"Teď se musíš probudit. A pusťte ten sen
svět. Mnozí z vás se tak zajímají o své
budoucnost. Tolik se bojíš o svou minulost. Ty máš
všechny druhy plánů ve vaší mysli. Jste na to podmíněni
věřit tomu, věřit tomu. To je to, co se drží
vrátíš se z probuzení. Musíš to nechat jít
úplnost, jakéhokoli vlivu, který na vás svět má. Ty máš
stát před Bohem nahý. V poslední analýze vy
musíš být sám sebou bez pomoci knih,
systémy, vlády nebo náboženství. Musíte šlápnout
z té vyjeté koleje tvé kondice. Staňte se úplně
nepodmíněné, jako byste se právě narodili. Čtení také
mnoho knih jen přispívá ke zmatku.
~Robert Adams",Adams Robert,,,835,,"__|__
pusťte ten sen
svět. Mnozí z vás se tak zajímají o své
budoucnost__|__
plánů ve vaší mysli. Jste na to podmíněni__|__
nepodmíněné, jako byste se právě narodili__|__
nahý. V poslední analýze vy
musíš být sám sebou bez pomoci knih",,,2023-11-09.,"You have to awaken, now. And let go of the dream
world. Many of you are so concerned with your
future. You're so worried about your past. You have
all sorts of plans in your mind. You're conditioned to
believe this, to believe that. This is what is keeping
you back from waking up. You must let go, in its
entirety, of any hold the world has on you. You have
to stand naked before God. In the last analysis, you
have to be your Self without the help of books,
systems, governments, or religions. You have to step
out of that rut of your conditioning. Become totally
unconditioned, as if you were just born. Reading too
many books just adds to the confusion.
~Robert Adams",,,,fb:Adams Robert,
"✨Není to jen mít klidnou mysl, protože věříte, že máte klidnou mysl. Musíte jít za hranice víry mysli. Nic tam není. Ale už není nikdo, kdo by to řekl. Nezůstal nikdo, kdo by řekl pravdu.
(Sebeuvědomění je jen vědět, že {není nikdo a nic k realizaci})
Robert Adams
https://robert-adams.de/1990-11-15.mp3

„Tam, kde není sebemenší stopa ega, tam je JÁ.
Bhagaván

fotografie:
Topi Amma,
Seberealizovaný tichý Jnani/Sage
(požehnal rodině na ulici tím, že přijal jídlo, které jí nabídli)
Tiruvannamalai, Tamil Nadu, Indie

♥️
🙇‍♂️",Adams Robert,,,836,,,,,2023-11-09.,"✨It's not just having a quiet mind, because you believe that you have a quiet mind. You've got to go beyond the belief of a mind. There's NOTHING. But there's no one left to say that. There's no one left to make any statement of truth. 
(Self realisation is just Knowing That {there's nobody and nothing to be realised}) 
Robert Adams 
https://robert-adams.de/1990-11-15.mp3

'Where there's no slightest trace of the ego, there's The SELF. 
Bhagavan 

photo: 
Topi Amma, 
Self realised silent Jnani/Sage
(has Blessed a family on street by accepting food that they've offered Her) 
Tiruvannamalai, Tamil Nadu, India 

♥️
🙇‍♂️",,,,fb:Adams Robert,
