quote,author,book,parPage,ID,tags,yellowParts,stars,favorite,dateinsert,sourceUrl,title,autorKniha,content,fileUrl,autor,vydal,folder,title,,,,,,,,,,,,
"Z toho všeho dohromady složím píseň chvály			
		Vytisknout	Blahoslavení jsou ti, kdo jsou zapsáni v knize života. Ovšem jsi-li to i ty, má duše, proč jsi ještě smutná a proč mě znepokojuješ? Doufej v Boha, vždyť Mu i nyní ještě jednou vyznám své hříchy a dosvědčím projevy Jeho milosrdenství. Z toho všeho dohromady složím píseň chvály s ustavičnými vzdechy ke svému Spasiteli a svému Bohu.
(Terezie od Ježíše, Zvolání duše k Bohu, 17,6; pracovní překlad Vojtěcha Kohuta OCD)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,90,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1625-z-toho-vseho-dohromady-slozim-pisen-chvaly,Řád karmelitánů - Z toho všeho dohromady složím píseň chvály,,,,,,,,,,,,,,,,,,,
"Půjdu, kamkoliv půjdeš Ty			
		Vytisknout	Od této chvíle Pane, abych Tě aspoň v něčem následovala, chci snášet nejen trápení, jež na mne budou přicházet, nýbrž budu je považovat za cenné poklady. Jděme společně, Pane: půjdu, kamkoliv půjdeš Ty; kdekoliv projdeš Ty, tam projdu i já.
(Terezie od Ježíše, Cesta k dokonalosti XXVI,6)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,91,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1616-pujdu-kamkoliv-pujdes-ty,"Řád karmelitánů - Půjdu, kamkoliv půjdeš Ty",,,,,,,,,,,,,,,,,,,
"Raduj se, má duše, že je někdo, kdo miluje Boha, jak si to On zaslouží			
		Vytisknout	Ó, má Naděje a můj Otče a můj Stvořiteli a můj opravdový Pane a Bratře! Když uvažuji nad tím, že jste prohlásil, že je vaší rozkoší přebývat s lidskými dětmi, má duše se velmi raduje.Ó, Pane nebe a země, jak tato slova pomáhají každému hříšníku, aby neztrácel důvěru! Cožpak se Vám snad, Pane, nedostává těch, jejichž společnost by Vám působila rozkoš, že vyhledáváte tak páchnoucího červa, jako jsem já?
 
Onen hlas, který bylo slyšet při Křtu, tvrdil, že nacházíte svou rozkoš ve svém Synovi. Znamená to, že jsme si všichni rovni, Pane? Ó, jak velikánské milosrdenství a jaká to milost, kterou si my sami nemůžeme zasloužit! A jak my, smrtelníci, na toto všechno zapomínáme! Připomínejte si tedy alespoň Vy, můj Bože, tolikerou bídu a mějte na paměti naši slabost, vždyť jste Znalcem všeho. Ó, má duše, rozvaž onu velkou rozkoš a onu velkou lásku, jaké nachází Otec v poznání svého Syna a Syn v poznání Otce, a zanícenost, s níž se Duch svatý spojuje s nimi oběma! A jak se žádná Osoba nemůže odloučit od této lásky a poznání, protože jsou jedno.Tyto svrchované Osoby se poznávají, milují se a nalézají svou rozkoš jedna ve druhé. Nuže, k čemu je zapotřebí ještě má láska? Proč ji chcete, můj Bože, nebo co tím získáváte? Ó, buďte navždy požehnán, můj Bože! Kéž Vás, Pane, chválí všechny věci, a to bez konce, poněvadž ten u Vás nikdy nemůže být.Raduj se, má duše, že je někdo, kdo miluje Boha, jak si to On zaslouží. Raduj se, že je někdo, kdo zná jeho dobrotu a hodnotu. A vzdávej Mu díky, že poslal na zem někoho, kdo je takto zná, totiž svého jediného Syna. Pod touto ochranou si můžeš vyprošovat a dospět až k tomu, že s ohledem na to, jakou rozkoš nalézá Jeho Majestát v přebývání s tebou, žádná věc na této zemi ti nezabrání se Jím kochat. A radovat se z velikosti Tvého Boha a z toho, jak si zasluhuje být milován a chválen. A aby ti pomáhal mít nějaký ten malý podíl na tom, že se bude žehnat jeho jménu. A že budeš moci pravdivě říci: „Velebí má duše, Pána“.
(Terezie od Ježíše, Zvolání duše k Bohu 7)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,92,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1602-raduj-se-ma-duse-ze-je-nekdo-kdo-miluje-boha-jak-si-to-on-zaslouzi,"Řád karmelitánů - Raduj se, má duše, že je někdo, kdo miluje Boha, jak si to On zaslouží",,,,,,,,,,,,,,,,,,,
"Věnovat něco ze svého času modlitbě			
		Vytisknout	Rozhodneme-li se věnovat něco ze svého času Tomu, který nám dal tolik a dosud nás zahrnuje dary, není snad rozumné dát mu jej velkomyslně, a to tím spíše, když je to náš svrchovaný zájem a může nám to být náramně k prospěchu? (…) Kolik hodin promrháme pro sebe, abychom se bavily s osobami, jež nám pak nejsou ani vděčné! A proto, rozhodneme-li se věnovat něco ze svého času modlitbě, dávejme Mu jej bezvýhradně, bez jakékoliv myšlenky na věci tohoto světa. Zasvěťme Mu jej velkodušně, buďme rozhodnuté si jej už nevzít zpátky, navzdory trápením, protivenstvím a vyprahlostem, jež bychom mohly prožívat. Prostě tento čas považujme za něco, co už nám nepatří…
(Terezie od Ježíše, Cesta k dokonalosti XXIII,1-2)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,93,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1556-venovat-neco-ze-sveho-casu-modlitbe,Řád karmelitánů - Věnovat něco ze svého času modlitbě,,,,,,,,,,,,,,,,,,,
"S důvěrou... i s břemenem svých dluhů			
		Vytisknout	Kéž nám dá Jeho Velebnost tuto lásku aspoň před smrtí! Byla by to veliká věc, kdybychom viděly v hodině smrti, že nás soudí Ten, kterého jsme milovaly nade vše. Půjdeme mu vstříc s důvěrou, i s břemenem svých dluhů, neboť budeme přesvědčeny, že nejdeme do neznámé země, nýbrž do vlasti, do království Toho, kterého tolik milujeme a jenž nás miluje.
(Terezie od Ježíše, Cesta k dokonalosti XL,8)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,94,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1551-pujdeme-mu-vstric-s-duverou-i-s-bremenem-svych-dluhu,Řád karmelitánů - S důvěrou... i s břemenem svých dluhů,,,,,,,,,,,,,,,,,,,
"Ty jsi Král... překypuji radostí... chválím tě a dobrořečím ti			
		Vytisknout	Ty jsi Král, ó můj Bože, věčný a nesmírný Král, a království ti nebylo jen propůjčeno. Když se v Krédu říká, že tvé království nebude mít konce, překypuji radostí. Ano, tvé království bude trvat věčně a já tě chválím a dobrořečím ti.
(Terezie od Ježíše, Cesta k dokonalosti XXII,1)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,95,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1547-ty-jsi-kral-prekypuji-radosti-chvalim-a-dobrorecim-ti,Řád karmelitánů - Ty jsi Král... překypuji radostí... chválím tě a dobrořečím ti,,,,,,,,,,,,,,,,,,,
"Pomozte nám, vždyť jste tak nablízku prameni			
		Vytisknout	Ó, duše, které se již bez bázně těšíte ze své radosti a jste navždy uchváceny v chválách mého Boha! Jak šťastný byl váš osud! A jak se naprosto právem navždy zaměstnáváte těmito chválami a jakou závist pojímá vůči vám má duše…Ó, blažené nebeské duše! Pomozte naší ubohosti a buďte nám přímluvci u božského milosrdenství, aby nám udělil alespoň něco z oné vaší radosti a rozdělil i mezi nás část onoho jasného poznání, kterého se dostává vám.Ó, blažené duše, které jste si uměly tak dobře prospět a nabýt tak rozkošné a trvalé dědictví! Řekněte nám: Jak jste nashromáždily spolu s Ním tak nekonečné dobro? Pomozte nám, vždyť jste tak nablízku prameni. Naberte vodu pro ty, kteří zde zmíráme žízní.
(Terezie od Ježíše, Zvolání duše k Bohu, 11,1.4)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,96,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1541-pomozte-nam-vzdyt-jste-tak-nablizku-prameni,"Řád karmelitánů - Pomozte nám, vždyť jste tak nablízku prameni",,,,,,,,,,,,,,,,,,,
"Mám pouze slova, poněvadž se nezmohu na víc!			
		Vytisknout	Co se mě týče, toužím, Pane, abych se Vám zalíbila. Hle, jsem zde, Pane. Je-li potřeba dál žít, abych Vám prokázala nějakou službu, neutíkám před žádným pozemským strádáním, jež na mne může přijít, jak prohlásil Váš milovník, svatý Martin.Ovšem, ach, jaká bolest, jaká bolest pro mne, Pane, neboť on měl skutky a já mám pouze slova, poněvadž se nezmohu na víc! Kéž ale před Vaší božskou vážností něco znamenají i tyto mé pouhé touhy. A nevšímejte si, prosím, mých nedostatečných zásluh. Kéž si všichni zasloužíme, abychom Vás mohli milovat, Pane.
(Terezie od Ježíše, Zvolání duše k Bohu, 15,2.3)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,97,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1538-mam-pouze-slova-ponevadz-se-nezmohu-na-vic,"Řád karmelitánů - Mám pouze slova, poněvadž se nezmohu na víc!",,,,,,,,,,,,,,,,,,,
"Hleďte na jeho rány... a odpusťte...			
		Vytisknout	Jak velká je to pro mne trýzeň, když rozvažuji o tom, co bude zakoušet duše, která zde byla vždy ve vážnosti a milovaná a obsluhovaná a ctěná a obdarovávaná, až bude umírat a uvidí, že je navždy ztracena. A až jasně pochopí, že tento stav nemá nikdy skončit! Ó, Pane, můj Bože! Oplakávám dobu, kdy jsem to nechápala. A poněvadž víte, můj Bože, jak mě trápí se dívat na ty velmi mnohé, kteří to nechtějí pochopit, kéž by alespoň jeden, Pane, alespoň jeden, za kterého Vás nyní prosím, dospěl k Vašemu světlu, díky němuž je pak budou mít mnozí. Ne kvůli mně, Pane, neboť já si to nezasluhuji, nýbrž pro zásluhy Vašeho Syna.Hleďte na jeho rány, Pane, a poněvadž On odpustil těm, kdo mu je způsobili, odpusťte i Vy nám.
(Terezie od Ježíše, Zvolání duše k Bohu, 11,1.3)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,98,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1531-hledte-na-jeho-rany-a-odpustte,Řád karmelitánů - Hleďte na jeho rány... a odpusťte...,,,,,,,,,,,,,,,,,,,
"Vy se postarejte svou Prozřetelností			
		Vytisknout	Jak ubohá je moudrost smrtelníků a nejistá jejich prozíravost! Vy se postarejte svou Prozřetelností o nezbytné prostředky k tomu, aby Vám má duše sloužila víc podle Vaší chuti, a ne podle té své. Netrestejte mě tím, že mi dáte, co chci nebo po čem toužím, pokud by to nechtěla i Vaše láska…
(Terezie od Ježíše, Zvolání duše k Bohu, 17,3; pracovní překlad Vojtěcha Kohuta OCD)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,99,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1741-vy-se-postarejte-svou-prozretelnosti,Řád karmelitánů - Vy se postarejte svou Prozřetelností,,,,,,,,,,,,,,,,,,,
"S jak velikánskými projevy lásky léčíte tyto rány			
		Vytisknout	Ó, můj pravý Bože a Pane! Pro duši, kterou unavuje samota způsobená Vaší nepřítomností, je velkou útěchou vědomí, že jste ve skutečnosti přítomen všude. Ovšem když se vzmáhá prudkost lásky a velké poryvy tohoto trápení, co jí prospěje, můj Bože? Vždyť rozum je rozrušen a schopnost rozpoznat tuto pravdu se ukrývá, takže to duše nedokáže vycítit ani poznat.Poznává jen to, že je od Vás vzdálena, a nepřipouští žádný lék. Srdce, které velmi miluje, totiž nepřipouští žádnou radu ani útěchu. Pouze od toho, kdo je zranil. S jakým slitováním a s jakou líbezností, s jakou rozkoší a s jakou něhou a s jak velikánskými projevy lásky léčíte tyto rány, které jste způsobil šípy téže lásky! Ó, můj Bože a Odpočinku od všech mých trápení, jak jsem hloupá! Jak by mohly existovat lidské prostředky k léčení toho, co onemocnělo působením božského ohně?
(Terezie od Ježíše, Zvolání duše k Bohu, 16,1.2; pracovní překlad Vojtěcha Kohuta OCD)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,100,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1732-s-jak-velikanskymi-projevy-lasky-lecite-tyto-rany,Řád karmelitánů - S jak velikánskými projevy lásky léčíte tyto rány,,,,,,,,,,,,,,,,,,,
"Když se duše tak úzce spojí se samým Milosrdenstvím			
		Vytisknout	Připouštím, že na počátku, když Bůh začne udílet tyto milosti, duše není tak silná. (…) Ale když se duše tak úzce spojí se samým Milosrdenstvím, v jehož světle poznává svou nicotu a kolik jí bylo odpuštěno, nemohu věřit, že by i ona neuměla odpustit tomu, kdo ji urazil. Poněvadž si uvědomuje dary a milosti, kterými ji zahrnul, a vidí jasná znamení jeho velké lásky k sobě, raduje se, že mu aspoň něčím může dokázat svou lásku.
(Terezie od Ježíše, Cesta k dokonalosti XXXVI,12)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,101,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1707-kdyz-se-duse-tak-uzce-spoji-se-samym-milosrdenstvim,Řád karmelitánů - Když se duše tak úzce spojí se samým Milosrdenstvím,,,,,,,,,,,,,,,,,,,
"Odvaha mnoho nebo málo trpět závisí na lásce			
		Vytisknout	Podle mého názoru měřítkem ochoty snášet velký kříž nebo utrpení je láska: jestliže Ho milujeme hodně, budeme schopni i mnoho trpět, a naopak jen málo, milujeme-li Ho jen trochu, neboť odvaha mnoho nebo málo trpět závisí na lásce.
(Terezie od Ježíše, Cesta k dokonalosti XXXII,7)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,102,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1689-odvaha-mnoho-nebo-malo-trpet-zavisi-na-lasce,Řád karmelitánů - Odvaha mnoho nebo málo trpět závisí na lásce,,,,,,,,,,,,,,,,,,,
"Ať přijde, co přijde			
		Vytisknout	K Ježíši Kristu běž,má srdce nesmírné,ať přijde, co přijde,z ničeho neměj strach.
Pojď, kdo jsi bezmocnýv kříži a neštěstí;když Bůh je poklad tvůj,nic víc ti neschází.
(Terezie od Ježíše, úryvek z Nada te turbe v překladu Josefa Hrdličky)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,103,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1687-at-prijde-co-prijde,"Řád karmelitánů - Ať přijde, co přijde",,,,,,,,,,,,,,,,,,,
"Prosím za ty, kdo Vás prosit nechtějí...			
		Vytisknout	Ó, Bože mé duše, jak máme vždy naspěch, abychom Vás urazili, a jak máte naspěch Vy, abyste nám odpustil! Ó, opravdový Příteli, jak špatně se Vám odplácí ten, kdo je Vaším zrádcem! Ó, opravdoví křesťané, pomozte plakat svému Bohu, a to nejen kvůli Lazarovi oněmi tak soucitnými slzami, nýbrž kvůli těm, kdo snad ani nebudou chtít být vzkříšeni, i kdyby je Jeho Majestát volal.Ó, mé Dobro, jak jste si dobře vědom vin, kterých jsem se dopustila proti Vám! Kéž už skončí, můj Pane, kéž skončí, jakož i viny všech ostatních. Probuďte k životu tyto mrtvé! Kéž je Vaše volání tak mocné, že i kdyby Vás neprosili o život, Vy jim jej přesto dejte.Ani Lazar Vás ostatně nežádal, abyste jej vzkřísil. Udělal jste to kvůli jedné hříšnici. Hle, tu je jiná, můj Bože, mnohem větší hříšnice. Kéž zazáří Vaše milosrdenství: navzdory své bídnosti Vás prosím za ty, kdo Vás o to prosit nechtějí…
(Terezie od Ježíše, Zvolání duše k Bohu, 10,1.2.3; podle pracovního překladu Vojtěcha Kohuta OCD)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,104,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1685-prosim-za-ty-kdo-vas-prosit-nechteji,"Řád karmelitánů - Prosím za ty, kdo Vás prosit nechtějí...",,,,,,,,,,,,,,,,,,,
"Žádám, abyste udělil zdraví tomu, kdo usiluje o nemoc!			
		Vytisknout	Ó, Pane, Vy říkáte: „Pojďte ke mně všichni, kdo se namáháte a jste obtíženi, a já vás utěším“. Co víc chceme, Pane? Oč ještě prosíme? Co hledáme? Proč se světští lidé ztrácejí, ne-li proto, že hledají odpočinek? Ó, jak velká slepota, vždyť jej hledáme tam, kde je nemožné jej najít!Smilujte se, Stvořiteli, nad těmito svými tvory. Hleďte, že ani nechápeme, ani nevíme, po čem to toužíme, ani nedokážeme vystihnout to, oč prosíme. Pane, darujte nám světlo! Hleďte, že jej máme zapotřebí víc než slepý od narození, který toužil spatřit světlo a nemohl. Nyní, Pane, se už ani netouží vidět! Ó, jak nevyléčitelné zlo! Právě zde, můj Bože, se má prokázat vaše moc, zde vaše milosrdenství.Ó, jak drsnou věc to žádám, můj pravý Bože, abyste stál o ty, kdo o vás nestojí, abyste otevřel těm, kdo vás nevolají, abyste udělil zdraví tomu, kdo s chutí bývá nemocen, ba usiluje o nemoc!Vy říkáte, můj Pane, že přicházíte hledat hříšníky. Toto jsou skuteční hříšníci. Nehleďte na naši slepotu, můj Bože, nýbrž na onu mnohou krev, kterou prolil váš Syn za nás. Kéž zazáří vaše milosrdenství uprostřed tak rozšířené špatnosti. Hleďte, Pane, že jsme vaše dílo. Kéž nám pomůže vaše dobrota a milosrdenství.
(Terezie od Ježíše, Zvolání duše k Bohu, 8,2.3; pracovní překlad Vojtěcha Kohuta OCD)",Terezie od Ježíše,karmel.cz:terezie-z-avily,,105,,,,,2023-05-25.,http://karmel.cz/index.php/karmelitanska-spiritualita/texty-z-tradice/51-terezie-z-avily/1677-zadam-abyste-udelil-zdravi-tomu-kdo-s-chuti-byva-nemocen-ba-usiluje-o-nemoc,"Řád karmelitánů - Žádám, abyste udělil zdraví tomu, kdo usiluje o nemoc!",,,,,,,,,,,,,,,,,,,
